title;url;comment;satisfaction;received;category;column_7;column_8;column_9;column_10;column_11;column_12;column_13;column_14;column_15;column_16;column_17;column_18;column_19;column_20;column_21;column_22;column_23;column_24;column_25;column_26;column_27;column_28
Cary's Downtown Chowdown | Calendar | Town of Cary;http://www.townofcary.org/Home/Components/Calendar/Event/2246/1636;Yes. It's good;5;7/27/2017 10:22;Other Comments;;;;;;;;;;;;;;;;;;;;;;
Pumpkin Flotilla at Bond Park | Town of Cary;http://www.townofcary.org/recreation-enjoyment/events/special-events/pumpkin-flotilla-at-bond-park;;5;7/28/2017 15:27;;;;;;;;;;;;;;;;;;;;;;;
Starlight Concert Series | Town of Cary;http://www.townofcary.org/recreation-enjoyment/events/concerts/starlight-concert-series;;5;8/5/2017 2:00;;;;;;;;;;;;;;;;;;;;;;;
New to Cary? | Town of Cary;http://www.townofcary.org/services-publications/new-to-cary;;5;7/30/2017 22:32;;;;;;;;;;;;;;;;;;;;;;;
"""Garbage";"Recycling & Yard Waste | Town of Cary""";http://www.townofcary.org/services-publications/garbage-recycling-yard-waste;"""No";"I was looking for """"Pill Takeback"""" which was mentioned in the Bud Newsletter this month.  It does not show up on search and is not found on police page either.""";1;9/5/2017 12:17;Content/Function Requests;;;;;;;;;;;;;;;;;;;;
Cary Dog Parks | Town of Cary;http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/cary-dog-parks;hi i would like to know some details about rover V.godbold park...we have a 5month old golden retriever puppy...we would like to bring it to the park.i have seen that the day pass is $5..is it for dog or is it per person?also it is mentioned that there is a tennis court..is it for free or should we pay for that....;4;8/29/2017 11:02;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
Programs & Classes | Town of Cary;http://www.townofcary.org/recreation-enjoyment/programs-classes;"""The web ste you had worked";"why did you change it. To spend my tax dollars?  I can't sign up in theis stupid web site  call me so I can register [REDACTED]""";1;9/2/2017 17:27;Service Requests/Inquiries;;;;;;;;;;;;;;;;;;;;;
Frequently Asked Questions | Town of Cary;http://www.townofcary.org/services-publications/fire/frequently-asked-questions;I was looking for any recruitment information but couldn't find any.;1;8/26/2017 23:34;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
Parks | Town of Cary;http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks;The link here would be more helpful if active.;1;8/31/2017 6:25;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
Food & Beverage | Town of Cary;http://www.townofcary.org/recreation-enjoyment/events/festivals/lazy-daze-arts-and-crafts-festival/food-vendors;;5;8/27/2017 8:55;;;;;;;;;;;;;;;;;;;;;;;
Bond Park Boathouse Rentals | Town of Cary;http://www.townofcary.org/recreation-enjoyment/facilities/bond-park-boathouse/bond-park-boathouse-rentals;;4;9/1/2017 19:56;;;;;;;;;;;;;;;;;;;;;;;
Cary Tennis Park | Town of Cary;http://www.townofcary.org/recreation-enjoyment/facilities/cary-tennis-park;;3;9/1/2017 14:19;;;;;;;;;;;;;;;;;;;;;;;
Alerts & Closures | Town of Cary;http://www.townofcary.org/projects-initiatives/alerts-closures;;1;8/28/2017 9:06;;;;;;;;;;;;;;;;;;;;;;;
Annual Veterans Luncheon | Town of Cary;http://www.townofcary.org/recreation-enjoyment/events/holiday-events/annual-veteran-s-luncheon;"""My name is Kenneth Lake";and I signed up for the Veterans luncheon on 11/9 along with my wife;"Janet Lake. I have lost our tickets. Would someone reissue them please. Thank you Ken""";3;10/27/2017 16:58;Service Requests;;;;;;;;;;;;;;;;;;;;
Garbage Collection | Town of Cary;http://www.townofcary.org/services-publications/garbage-recycling-yard-waste/garbage-collection;hello- i just moved here and have a bunch of broken down boxes. Can i put them out for pick up or do i need to schedule for pick up?;3;11/7/2017 18:59;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
Loose Leaf Collection | Town of Cary;http://www.townofcary.org/services-publications/garbage-recycling-yard-waste/yard-waste/loose-leaf-collection;Please post dates with your zone map;3;10/13/2017 7:50;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
"""Bands";"Bites and Boats at Bond Park | Calendar | Town of Cary""";http://www.townofcary.org/Home/Components/Calendar/Event/1896/1636?backlist=%2frecreation-enjoyment%2fevents%2fspecial-events%2fbond-park-family-events;;4;10/25/2017 14:18;;;;;;;;;;;;;;;;;;;;;;
Staff Contacts | Town of Cary;http://www.townofcary.org/services-publications/fire/staff-contacts;yes;5;10/20/2017 19:14;Other Comments;;;;;;;;;;;;;;;;;;;;;;
Fred G. Bond Metro Park | Town of Cary;http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/fred-g-bond-metro-park;Hii;4;11/9/2017 13:58;;;;;;;;;;;;;;;;;;;;;;;
Mills Park Phase II Project | Town of Cary;http://www.townofcary.org/projects-initiatives/project-updates/parks-projects/mills-park-phase-ii-project;;1;10/17/2017 12:14;;;;;;;;;;;;;;;;;;;;;;;
Cary Tennis Park Academy | Town of Cary;http://www.townofcary.org/recreation-enjoyment/facilities/cary-tennis-park/juniors/cary-tennis-park-academy;;2;11/5/2017 9:48;;;;;;;;;;;;;;;;;;;;;;;
Robert V. Godbold Park | Town of Cary;http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/robert-v-godbold-park;;3;11/1/2017 17:09;;;;;;;;;;;;;;;;;;;;;;;
Utility Customer Service | Town of Cary;http://www.townofcary.org/services-publications/water-sewer/utility-customer-service;;3;11/10/2017 15:15;;;;;;;;;;;;;;;;;;;;;;;
Loose Leaf Collection | Town of Cary;https://www.townofcary.org/services-publications/garbage-recycling-yard-waste/yard-waste/loose-leaf-collection;I live on black bear ct. Th map concerning leaf collection was  nearly illegible with pink  on a red background. Th buttons to change this did not work. o;2;11/26/2017 8:57;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
"""Garbage";"Recycling & Yard Waste | Town of Cary""";http://townofcary.org/services-publications/garbage-recycling-yard-waste;what to do with large Tv;1;12/17/2017 8:38;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;
Town of Cary | Home;http://www.townofcary.org/;Could please email about your corcert to me.Town of Cary.We can solve some problem from over site.Please email me at this email:[REDACTED] or [REDACTED];1;11/10/2017 16:13;Service Requests;;;;;;;;;;;;;;;;;;;;;;
Utility Customer Service | Town of Cary;https://www.townofcary.org/services-publications/water-sewer/utility-customer-service;what is the email for utility accounts for town of Cary?;5;11/14/2017 10:10;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
Utility Customer Service | Town of Cary;http://www.townofcary.org/services-publications/water-sewer/utility-customer-service;what is the email for utility accounts for town of Cary?;5;11/14/2017 10:10;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
Fixed Route Bus Service | Town of Cary;https://www.townofcary.org/services-publications/transit/gocary/fixed-route-service;Looking to apply for work but can't find a #;2;12/4/2017 11:13;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/services-publications/garbage-recycling-yard-waste/garbage-collection/holiday-schedule;No information on excess waste pickup this year.  Do we put it out next to the cart or do we have to take it to the dump?;2;12/27/2017 9:00;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/Home/Components/Calendar/Event/2597/199?curm=12&cury=2017;How do I purchase tickets? What is the cost?;1;12/5/2017 1:02;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/projects-initiatives/project-updates/parks-projects/western-cary-disc-golf;;4;12/20/2017 11:20;;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways;;1;12/16/2017 11:51;;;;;;;;;;;;;;;;;;;;;;;
Water Resources Department | Town of Cary;http://www.townofcary.org/connect-engage/town-departments-offices/water-resources-department;"""No";"I'm was looking for information that would tell me why my water has a disinctly metallic taste recently. No information found. I live at [REDACTED]""";3;9/7/2017 13:13;Service Requests/Inquiries;;;;;;;;;;;;;;;;;;;;;
Standard Detail Drawings 2009 - 2016 | Town of Cary;http://www.townofcary.org/business-development/developing-in-cary/standard-detail-drawings;can you send me an example of detailed elevation;3;9/14/2017 2:54;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
Inspections & Permits | Town of Cary;http://www.townofcary.org/connect-engage/town-departments-offices/inspections-permits;where to find the previous new home inspection results?;3;9/6/2017 16:11;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
Water | Town of Cary;http://www.townofcary.org/services-publications/water-sewer/water;Trying to find when my water service will be restored.;4;9/19/2017 12:21;Service Requests/Inquiries;;;;;;;;;;;;;;;;;;;;;;
About Cary | Town of Cary;http://www.townofcary.org/recreation-enjoyment/about-cary;managers email.;2;9/21/2017 2:03;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
"""Bands";"Bites and Boats at Bond Park | Town of Cary""";http://www.townofcary.org/recreation-enjoyment/events/special-events/bands-bites-and-boats-at-bond-park;;5;9/22/2017 17:13;;;;;;;;;;;;;;;;;;;;;;
Cary's Downtown Chowdown | Town of Cary;http://www.townofcary.org/recreation-enjoyment/events/special-events/chatham-street-chowdown;;5;9/14/2017 9:22;;;;;;;;;;;;;;;;;;;;;;;
Cast List | Town of Cary;http://www.townofcary.org/recreation-enjoyment/arts-culture/youth-theater/upcoming-productions/cast-list;;5;9/8/2017 20:58;;;;;;;;;;;;;;;;;;;;;;;
Calendar of Events | Town of Cary;http://www.townofcary.org/recreation-enjoyment/facilities/cary-arts-center/calendar-of-events;;1;9/9/2017 21:58;;;;;;;;;;;;;;;;;;;;;;;
Calendar | Town of Cary;http://www.townofcary.org/connect-engage/calendar;;5;9/23/2017 17:52;;;;;;;;;;;;;;;;;;;;;;;
Contact the Town | Town of Cary;http://townofcary.org/connect-engage/get-help;Our recycle trash can is not large enough. Is there a bigger one available?;2;2/14/2018 10:15;Service Requests;;;;;;;;;;;;;;;;;;;;;;
Town of Cary | Home;https://www.townofcary.org/home;Where do I find on-line what my property is zoned for?;3;2/19/2018 15:59;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/recreation-enjoyment/sports/youth-sports/spring-youth-baseball-and-softball-ages-5-18;;5;2/5/2018 16:13;;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/services-publications/make-a-payment/taxes-and-assessments/special-assessments;;1;2/12/2018 7:04;;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/connect-engage/newsroom/news-releases/-npage-2;;5;2/15/2018 11:42;;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/recreation-enjoyment/sports/youth-sports;;2;2/24/2018 9:10;;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/;;1;2/6/2018 20:01;;;;;;;;;;;;;;;;;;;;;;;
Citizen's Convenience Center | Town of Cary;https://www.townofcary.org/services-publications/garbage-recycling-yard-waste/citizen-s-convenience-center;"""Regarding recyclables";more pictures would be helpful.  For example;can you please further differentiate between #1 containers.  We have a lot of #1 liddled clear containers;some of which are hinged;for heads of lettuce;or small tomatoes.  What about gabled soup boxes which are lined with that gray;foil-like stuff? I’ve been trashing them. You take cardboard egg cartons;but not styrofoam?  Only styrofoam cups?  I throw out a lot  of potential he recyclable materials because I am afraid of contaminating my cart. My neighbors;;;including sheets and chunks of styrofoam;in their cart;"to the point that they require two recycling carts.  I feel both their carts must end up in the landfill due to the mixing. It is just very confusing. You can email me at susanwoodhouse@gmail.com.  Thanks.""";4;1/6/2018 11:25;Content/Function Requests;;;;;;;;;;
;http://www.townofcary.org/Home/Components/StaffDirectory/StaffDirectory/14660/1049?alpha=M&npage=4;"""Emailing town staff has become very inconvenient through this portal because I can't copy anybody else on emails";which means I have to cut and paste the email to multiple recipients;"and then they can't see who else was included on the email.  This is very cumbersome and not necessary.""";2;1/10/2018 15:55;Content/Function Requests;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/connect-engage/town-departments-offices/parks-recreation-cultural-resources;I want to report graffiti on the greenway access by Davis Drive Schools. I don’t see another way to do this. It looks like someone spray painted a blue phallic symbol on the path behind the modular buildings. [REDACTED];3;1/12/2018 16:42;Service Requests;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/services-publications/garbage-recycling-yard-waste;I live on Warren Avenue and there has not been a recycling pickup in 2 weeks when are you planning on picking up items?;3;1/8/2018 11:41;Service Requests;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/connect-engage/town-departments-offices/public-works;How can I notify that my recycle bin was missed?;3;1/5/2018 15:31;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/connect-engage/town-departments-offices/town-manager-s-office/public-information/live;;5;1/4/2018 9:41;;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/services-publications/garbage-recycling-yard-waste/garbage-collection/holiday-schedule;;5;1/14/2018 21:35;;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/projects-initiatives/alerts-closures/csx-railroad-crossing-closures;;1;1/14/2018 19:44;;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/services-publications/water-sewer/utility-customer-service;;1;1/9/2018 21:07;;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/projects-initiatives/alerts-closures;;3;1/4/2018 8:18;;;;;;;;;;;;;;;;;;;;;;;
Unknown;http://www.townofcary.org/connect-engage/town-departments-offices/staff-directory/-cftype-StaffDirectory?cftext=utility+accounts&cfsepe=%2C&cffield=Name%2CTitle;Hi. I got here after I tried to use the help link on Digipay and received an error. I am trying to change my username on that site and it is not recognizing my password. Contact email  is [REDACTED] - Thanks.;1;10/5/2017 7:30;Service Requests;;;;;;;;;;;;;;;;;;;;;;
Fire Station 9 Relocation | Town of Cary;http://www.townofcary.org/services-publications/fire/fire-station-9-relocation;"""Outdated article firestation 9 relocation. Demolition has not started last month.   Sincerely";"stay for ever station # 9 ! """;1;10/2/2017 16:40;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;
Cary's Downtown Chowdown | Town of Cary;http://www.townofcary.org/recreation-enjoyment/events/special-events/chatham-street-chowdown;Can I get an address. I'm new to the area and need to use Google maps.;4;9/29/2017 10:59;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
Fixed Route Service | Town of Cary;http://www.townofcary.org/services-publications/transit/gocary/fixed-route-service;I want to know when bus number 6 I want to know when bus number 6 we come by come by [REDACTED];1;10/9/2017 7:49;Service Requests;;;;;;;;;;;;;;;;;;;;;;
Utility Customer Service | Town of Cary;http://www.townofcary.org/services-publications/water-sewer/utility-customer-service;I need help...water is leaking in front of my house..[REDACTED];4;10/7/2017 8:41;Service Requests;;;;;;;;;;;;;;;;;;;;;;
Crime Prevention & Safety Tips | Town of Cary;http://www.townofcary.org/services-publications/police/community-services/crime-prevention-safety-tips;;5;10/10/2017 13:32;;;;;;;;;;;;;;;;;;;;;;;
Town Manager's Office | Town of Cary;http://www.townofcary.org/connect-engage/town-departments-offices/town-manager-s-office;;1;10/1/2017 2:00;;;;;;;;;;;;;;;;;;;;;;;
Inspections & Permits | Town of Cary;http://www.townofcary.org/connect-engage/town-departments-offices/inspections-permits;;1;10/9/2017 8:48;;;;;;;;;;;;;;;;;;;;;;;
Planning Department | Town of Cary;http://www.townofcary.org/connect-engage/town-departments-offices/planning-department;;5;9/26/2017 8:47;;;;;;;;;;;;;;;;;;;;;;;
Calendar | Town of Cary;http://www.townofcary.org/connect-engage/calendar/-curm-1/-cury-2018;;5;10/12/2017 12:02;;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/services-publications/garbage-recycling-yard-waste/garbage-collection/holiday-schedule;"""Will garbage be picked up today";Jan. 18;"in West Cary (27513)?""";3;1/18/2018 7:52;Content/Function Requests;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/services-publications/garbage-recycling-yard-waste;hello. wondering if we can expect trash pickup at carolina preserve this week or should i bring my barrel in until next wednesday?;3;1/18/2018 13:57;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/projects-initiatives/alerts-closures/csx-railroad-crossing-closures;No.  Looking for closing road at rr cross.;1;1/15/2018 8:49;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
;http://www.townofcary.org/services-publications/police;I need make a complaint about a detective;1;1/23/2018 16:55;Content/Function Requests;;;;;;;;;;;;;;;;;;;;;;
